Species Epithet
carota
carpenteri
carthagenensis
caryophyllea
cassine
cassinoides
cassioides
castanea
cataria
catawbiense
catesbaei
catesbeiana
catesbyana
catharticus
caucalis
celastrinum
cellulosa
celsa
cephalantha
cephalophora
ceratophyllum
cereale
cerifera
cernua
cernuum
cernuus
chalarocephala
chamaedryoides
chamaelonche
chamomilla
chapmaniana
chapmanii
charantia
cherokeensis
chillensis
chinensis
chionesthes
chlorosolen
choctawensis
chrysophylla
chrysopsidifolium
churchii
cicutarium
cilianensis
ciliare
ciliaris
ciliata
ciliatifolia
ciliosa
cinerascens
cinerea
cinnamomeum
cinnoides
circaezans
cistifolium
citrina
citriodora
clandestinum
clandestinus
clausa
clava-herculis
clavellata
claytoniana
claytonii
clinopodia
coarctatum
coartata
coccinea
coccineum
coccineus
cochinchinensis
coelestinum
cognata
colemanii
collina
collinsii
colocynthis
colona
colorata
coloratum
columbiana
columnifera
commonsianum
communis
commutata
commutatum
commutatus
comosa
comosum
compacta
complanata
compositifolium
compositum
compositus
compressa
compressum
compressus
concatenata
concolor
condensata
conferta
confertifolium
confervoides
conglomeratus
conjugatum
conjuncta
connivens
consanguineum
conspicua
constricta
contortum
contracta
convolvulus
conyzoides
copallinum
corallina
corchorifolia
corchorifolium
cordata
cordatotriloba
cordifolia
cordifolium
cordifolius
cordiformis
cordigerum
corei
coriacea
coriaceus
corniculata
corniculatus
cornuta
corollata
coromandelianum
coronaria
coronarium
coronata
coronopus
corrugata
coryli
corymbosa
corymbosum
costatum
cotula
coulteri
crassa
crassipes
crawei
crebriflora
crenata
cretica
crinipes
crinita
crispa
crispus
cristata
cristatella
croceum
croceus
crotalophoroides
cruciata
cruiseana
crus-corvi
crus-galli
crus-pavonis
crustacea
crux-andreae
cryptanthum
crystallina
cubense
cubensis
cucullaria
cucullata
cumberlandense
cumberlandensis
cuneata
cuneatum
cuneifolia
cuneifolius
curassavicum
curtiflora
curtifolium
curtipendula
curtisii
curtissii
curvatum
curvipes
curvula
cuspidata
cuspidatum
cuspidatus
cuthbertii
cyanus
cyathophora
cylindracea
cylindrica
cymosa
cynapium
cynosbati
cynosuroides
cyparissias
cyperinus
cytisoides
dactyloides
dactylon
daigremontianum
dalenii
dandelion
darrowii
dasycarpa
dasycarpum
dealbata
dealbatus
deamii
debile
debilis
decangulare
decapetalus
decemloba
decidua
decipiens
decomposita
decumbens
decurrens
deeringiana
deflexa
deflexus
deltarum
deltoides
demersum
densa
densiflorum
densipila
densum
dentata
dentatum
dentatus
denticulatum
depauperatum
diandra
dianthera
dichotoma
dichotomiflorum
dichotomum
dichotomus
didymum
difforme
difformis
diffusa
diffusissimus
diffusus
digitalis
digitata
digitatum
digynum
dilatatum
dillenii
dimidiatum
dioica
dioicum
dioicus
diphylla
diphyllum
diptera
discoidalis
discoidea
discolor
dissecta
dissectum
distans
distichum
divaricata
divaricatum
divaricatus
divergens
diversifolium
diversifolius
dodecandra
dolabriforme
domestica
domingensis
donax
donianum
douglassii
dracontium
dracunculoides
drummondii
dubia
dubium
dubius
dudleyi
dulcamara
dulcis
dumetorum
dumosa
dumosum
eatonii
eburnea
echinata
echinatum
echinatus
ecristata
effusus
eggertii
egglestonii
eglanteria
elaeagnifolium
elatine
elatior
elatius
elatus
elegans
elegantula
elliottiana
elliottii
elliptica
elongata
encelioides
engelmanniana
engelmannii
engleri
ensifolium
entrerianus
epihydrus
epilis
eplingii
equisetifolia
equisetoides
eragrostis
erecta
erectifolium
erectum
erectus
ericoides
eriocephala
ernestiana
eryngiifolia
erythropoda
erythrorhizos
erythrospermum
erythrostictum
esculenta
esculentum
esculentus
etuberculatus
eupatorioides
europaeum
exaltata
exaltatum
exigua
exilis
expansa
expansus
faberi
falcata
falcatum
fallax
farinosa
farnesiana
fascicularis
fasciculata
fasciculatum
fastigiata
fatua
fernaldii
festucacea
filamentosa
filicaulis
filicinus
filiculmis
filifolia
filifolium
filiformis
filipendulus
filipes
fimbriata
fimbriatum
fissa
fissifolius
fistulosa
fistulosum
flabellaris
flabelliformis
flaccida
flaccidifolia
flaccosperma
flagellaris
flammea
flava
flavescens
flavicomus
flavidula
flavidulus
flavula
flavus
flexicaulis
flexile
flexipes
flexuosa
flexuosum
floribunda
florida
floridana
floridanum
floridanus
floridus
fluitans
fluminensis
fluviatilis
foetida
foliosa
foliosus
fontanesiana
fontanum
fontinalis
fordii
fortuneana
fortunei
fosbergii
fragilis
fragrantissima
frankii
fraseri
frenchii
frondosa
frondosum
frutescens
fruticosa
fulgida
fullonum
fulva
furcatus
fusca
fuscatum
fusiforme
galacifolia
galeana
galeobdolon
galioides
gallica
gallicum
gangetica
gardenii
gattingeri
gaura
geminata
geminiflora
geniculata
gentianoides
georgiana
georgianum
georgianus
gerardii
germanica
gesneriana
gholsonii
gibba
gigantea
giganteum
giganteus
giganticaerulea
githago
glabella
glabellum
glaberrima
glaberrimus
glabra
glabrata
glabriflorus
glabriuscula
gladiata
glandulosa
glandulosus
glauca
glaucescens
glaucodea
glaucophylla
glaucopsis
glaucum
globosa
globularis
glomerata
glomeratum
glomeratus
glomeruliflora
glutinosum
godfreyi
goldiana
gracile
gracilens
gracilenta
gracilescens
gracilis
gracillima
gracillimus
grahamii
graminea
gramineum
graminifolia
granatum
grandiflora
grandiflorum
grandiflorus
grandifolia
grandifolius
grandis
granitophilus
granularis
graveolens
grayi
grisea
gronovii
grosseserratus
gryposepala
guadalupensis
gymnanthera
gymnanthum
gymnocarpon
gymnocarpus
gynandra
halei
halepense
halicacabum
halimifolia
hallii
harperi
harveyi
haspan
hassleriana
hastata
hastatulus
hebecarpa
hederacea
hederifolia
helianthoides
heliopsidis
helioscopia
helix
helleri
helvula
hemisphaerica
hemispherica
hemitomon
herbacea
hermaphroditica
herniarioides
heterophylla
heterophyllum
heterophyllus
hexagonoptera
hexandra
hians
hieraciifolius
hippocastanum
hirsuta
hirsutella
hirsuticaulis
hirsutiflora
hirsutior
hirsutula
hirsutum
hirsutus
hirta
hirtella
hirtellus
hirtipes
hirtus
hispanica
hispida
hispidula
hispidulum
hispidum
hispidus
hitchcockiana
hookeri
hookeriana
hordeaceus
horizontalis
horridulum
howei
hugeri
humifusa
humile
humilis
humistrata
hyalinolepis
hybrida
hybridum
hybridus
hydropiper
hydropiperoides
hyemale
hyemalis
hypericoides
hypnoides
hypogaea
hyssopifolia
hyssopifolium
hysterophorus
hystricinus
hystrix
illinoensis
illinoinensis
imbricaria
imbricata
imperati
impressinervia
incana
incanum
incarnata
incarnatum
incisa
incompta
incurva
indecora
indianolensis
indica
indicum
indicus
indivisa
inermis
inexpansa
infirma
inflata
innominata
inodora
inodorum
inodorus
inoxia
insularis
integerrima
integra
integrifolia
integrifolium
integrilabia
interior
intermedia
interruptum
intricata
intricatum
intumescens
intybus
inundata
iracunda
iria
iridifolia
iridollae
ischaemum
isoetifolia
isoetiformis
italica
ivifolia
jacquemontii
jalapa
jamaicense
jamaicensis
jamesii
japonica
japonicum
japonicus
jenmanii
jonesiae
jonquilla
joorii
julianiae
julibrissin
juncea
junceus
jupicai
kali
karka
keisak
kentuckiense
kentukea
koidzumii
kraliana
kralii
labradorica
labrusca
lacera
laciniata
laciniatum
laciniosa
lacrimata
lacunosa
lacustris
laeve
laevigata
laevigatum
laevigatus
laevis
laevivaginata
laguroides
lanatus
lancastriensis
lanceolata
lanceolatum
lanceolatus
lancifolia
lancifolium
langloisii
lanosa
lanuginosa
lanuginosum
lapathifolia
lappa
lappaceum
lasianthus
lasiocarpos
lasioneura
lassa
lateriflora
lateriflorum
lathyroides
latifolia
latifolium
latifolius
latissimifolia
laurifolia
laxicaulis
laxiculmis
laxiflora
laxiflorum
laxiflorus
laxum
leavenworthii
lecontei
leimanthoides
leiosperma
lenta
lenticularis
lentiferum
leonardii
leptalea
leptocarpa
leptocaulis
leptocephala
leptophyllum
leptopus
leptostachya
leptostachys
leucarpum
leucoderme
leucolepis
leucophylla
leucothrix
ligularis
ligustrina
liliifolia
limosa
linariifolia
lindheimeri
lindleyana
lineare
linearifolia
linearifolium
linearis
lineata
lineatum
lineatus
linifolia
linifolius
liriosme
littoralis
lloydii
lobatum
locusta
loeselii
lonchocarpa
longa
longespica
longiberbis
longiflora
longiflorum
longifolia
longifolius
longii
longilabris
longiligulatum
longipes
longirostris
longisepala
longiseta
longispinus
longistylis
loomisii
louisianensis
louisianica
luciae
lucida
lucidula
lucidum
ludoviciana
lugens
lunarioides
lupinellum
lupuliformis
lupulina
lupulus
lurida
lutea
luteola
luteum
lycioides
lycopersicum
lyonii
lyrata
maackii
macgregorii
macloskeyi
macra
macrocarpa
macrocarpum
macrophylla
macrophyllum
macrophyllus
macropoda
macrorhiza
macrosperma
macrostachya
macrostylum
maculata
maculatum
maculosa
magna
magnicamporum
magnoliae
majalis
major
majus
malacodendron
malacon
malacophyllum
margarettae
marginalis
marginata
marginatus
mariana
marianum
marilandica
marilandicum
mariscoides
maritima
maritimum
marrubiastrum
marshallii
matrella
matronalis
max
maxima
maximiliani
maximum
maximus
mays
meadia
meadii
media
medica
medium
megacarpa
megacephalus
megalocarpa
melanocarpa
melanocarpus
melanopoda
melissifolia
melitensis
mellichampii
melo
melopepo
mengesii
mercurialina
meridionale
mesochorea
metuliferus
mexicana
michauxii
michiganense
micrantha
micranthus
microcarpa
microcarpon
microcephala
microcephalus
microdonta
microphylla
microphyllum
microphyllus
microsepalum
miliacea
miliaceum
millefolium
miniata
minima
minimus
minor
minus
minuta
minutiflora
mirabile
missouriensis
missurica
mitchelliana
mitis
mixta
mixtus
mohrii
molesta
molle
mollis
mollissima
monacantha
monanthes
monanthogynus
monnieri
monophylla
monotropa
monspeliensis
montana
montanum
montevidensis
monticola
morefieldii
morrowii
moscheutos
mosieri
mucronata
muehlenbergianum
muehlenbergii
multifida
multiflora
multiflorus
munda
munsoniana
murale
muralis
muricata
muricatus
murinum
muscari
muscitoxicum
muscorum
mustangensis
mutabilis
mutica
muticum
mutilum
myosuroides
myristiciformis
myrsinites
myrtifolia
myrtifolium
myuros
nana
napus
nashii
neesiana
neglecta
neglectum
negundo
nemoralis
nepetifolia
nepetoides
nervosa
neuranthum
nevii
nicaeensis
nicorae
nictitans
nigra
nigrescens
nigricans
nigromarginata
nigrum
nil
nitens
nitida
nitidum
nivalis
nivea
noctiflora
nodatus
nodiflora
nodosa
nodosus
normalis
norvegica
notatum
nottowayanus
novae-angliae
noveboracensis
nucifera
nudata
nudatus
nudicaule
nudiflora
nudiflorum
nudum
nummularia
nutans
nuttallii
nyctaginea
obcordatus
obliqua
oblongifolia
oblongifolium
oblongum
obovata
obovatum
obovatus
obscura
obscurum
obtusa
obtusata
obtusifolia
obtusifolium
obtusifolius
obtusum
occidentale
occidentalis
ochraceus
ochroleuca
ochroleucum
octoflora
octovalvis
odontorhiza
odora
odorata
odoratissima
odoratum
odoratus
officinale
officinalis
ogeche
oglethorpensis
ohiensis
oklahomensis
oldhamiana
oleander
oleracea
oleraceus
oligantha
oligocarpa
oligocephala
oligophylla
oligorrhiza
oligosanthes
olivacea
onobrychis
onobrychoides
ontarionis
oolentangiense
opaca
ophioglossoides
ophiuroides
ophthalmica
opulifolius
orbicularis
orbiculata
orbiculatus
oreophila
oricamporum
orientale
orientalis
origanifolia
origanoides
orizabense
ornithorhynchum
oryzoides
ostryifolia
ovale
ovalifolium
ovalifolius
ovalis
ovata
ovatum
ovatus
oxylepis
ozarkensis
pachypoda
pagoda
pallida
pallidum
pallidus
palmata
palmatum
palmeri
palmetto
paludosa
palustris
pandurata
panicea
panicoides
paniculata
paniculatum
papaver
papyraceus
papyrifera
papyriferus
paradoxa
paraguayensis
parisiense
parlinii
paronichyoides
parthenium
parviflora
parviflorum
parviflorus
parvifolia
parvula
parvulum
passerina
patens
patula
patulum
pauciflora
pauciflorum
pauciflorus
pauciflosculosa
paupercula
pavia
pecten-veneris
pectinacea
pectinata
pedata
pedatum
pedemontanum
pedunculata
pedunculatum
pedunculosa
peltatum
pendula
pendulus
pennsylvanica
pensylvanica
pentacarpos
pentagona
peploides
peplus
pepo
peramoena
perangustatus
peregrina
perennans
perenne
perennis
perfoliata
perfoliatum
perfoliatus
perforatum
periclymenoides
perplexa
perplexum
persica
peruviana
pes-caprae
petersenii
petersii
petiolaris
petiolata
petiolatum
petraea
phaenopyrum
phellos
philadelphicum
philadelphicus
phillyreifolia
philoxeroides
phlogifolium
phoenicolasius
phyllanthoides
physalodes
pickeringii
picta
piedmontana
pigra
piligera
pilosa
pilosella
pilosum
pinetorum
pinifolia
pinnata
pinnatifidum
pinnatifidus
pinnatum
pitcheri
planifolia
planispicata
plantaginea
plantagineum
plantaginifolia
platensis
plattensis
platylepis
platyneuron
platyphylla
pleiantha
plicatulum
plukenetii
plumarius
plumosa
poeticus
poiretii
polita
polyanthes
polyblepharum
polycarpa
polycephalus
polygama
polygamum
polylepis
polymorpha
polyphyllus
polypodioides
polyrrhiza
polysperma
polystachios
polystachya
polystachyos
pomifera
populifolia
porophila
porteri
portoricense
portulacastrum
powellii
praealtum
praecox
praetermissa
prasina
pratense
pratensis
pratericola
priceae
priceana
prieurii
primuliflora
primulifolia
prinoides
prinophyllum
prismatica
procumbens
profunda
prolifera
prolificum
prostrata
prostratum
protrusa
pruinosa
pruinosum
prunifolia
prunifolium
pseudacorus
pseudoacacia
pseudocapsicum
pseudogracile
pseudoliatris
pseudomaculatum
pseudonarcissus
pseudoserrata
pseudosetacea
pseudovegetus
psilostachya
psittacina
ptarmicoides
ptychanthum
pubentissima
pubera
puberula
puberum
pubescens
pubiflorum
pulchella
pulchellum
pulchellus
pulcher
pulcherrima
pulchra
pulegioides
pumila
pumilio
pumilum
pumilus
punctata
punctatum
punctatus
punctilobula
pungens
punicea
puniceum
purpurascens
purpurea
purpureum
purpurifera
purshiana
purshianus
purshii
pusilla
pusillum
pusillus
pycnanthemoides
pycnocarpa
pycnocarpon
pycnocephalus
pycnostachyum
pyramidata
quadrangula
quadrangulata
quadriflora
quadrifolia
quadriradiata
quadrivalvis
quamoclit
quartermaniae
quaternata
quercifolia
quihoui
quinata
quinatum
quinquefolia
quinquefolius
quinqueloba
quinqueseta
racemiflora
racemosa
racemosum
racemosus
racemulosa
radiata
radicans
radicata
radula
rafinesquianum
ramosa
ramosior
ramosissima
ramosissimum
rankinii
ranunculacea
ranunculoides
rapa
raphanistrum
rariflora
ravenelii
reclinatum
recognita
recognitum
recta
recurva
recurvata
recurvatum
recurvatus
recurvifolia
reflexum
refracta
refractus
regale
regalis
regia
regularis
reliquum
reniforme
reniformis
repanda
repandum
repens
reptans
resiliens
resinosus
resupinata
resupinatum
reticularis
reticulata
retroflexa
retroflexus
retrofractus
retrorsus
retusa
revoluta
revolutum
reznicekii
rhizomatosa
rhizophyllum
rhodosperma
rhoeas
rhombifolia
rhomboidea
richardii
rigida
rigidior
rigidula
ringens
riparia
rivularis
robbinsii
robustus
roemerianus
rosea
roseolens
roseus
rosmarinifolium
rostellata
rostrata
rostratum
rosulatum
rotundifolia
rotundifolium
rotundus
rubellus
rubifolia
rubra
rubrum
ruderale
rudis
rufa
rufidulum
rugelii
rugosa
rupestris
russeliana
ruta-muraria
saccharinum
saccharum
sagittalis
sagittata
sagittifolia
sagittifolium
salicaria
salicifolia
saligna
salina
salzmannii
sanguinalis
sanguinea
sanguineum
sanguineus
sanguinolentus
saponaria
sardous
sarmentosum
sativa
sativum
sativus
savannarum
saxicola
scabiosaeus
scabra
scabrellum
scabridum
scabrifolia
scabriusculum
scandens
sceleratus
schoenoides
schreberi
scilloides
scirpoidea
scirpoides
sciurea
scolopendrium
scoparia
scoparium
scoparius
sebifera
secalinus
secundatum
secundiflora
secundifolia
secundum
secundus
sedoides
segetum
selloana
semidecandrum
semiserratum
sempervirens
senega
sensibilis
senta
seorsa
sepium
septemloba
septentrionalis
sericea
sericeus
sericocarpoides
serotina
serotinum
serpens
serpentaria
serpentarius
serpyllifolia
serrata
serratifolia
serriola
serrulata
serrulatum
sessile
sessiliflora
sessiliflorum
sessilifolia
sessilifolium
sessilis
setacea
setaceum
setigera
setosa
setosum
sherardia
shortii
shumardii
shuttleworthii
sibthorpioides
siceraria
siliquosus
silphioides
silvatica
similis
simplex
simplicicaulis
simpliciflora
simplicissima
simpsonii
simsii
simulans
simulata
simulatum
sinense
sinensis
sinuata
sinuatus
sinuosa
siphilitica
sisymbriifolium
smalliana
smallianum
smallii
smithii
sobolifera
socialis
solitaria
somniferum
sonchifolia
sophia
sororia
sp.
spartinae
spathifolia
spathulata
spathulatum
spatulata
speciosa
spectabilis
speculae
sphacelata
sphaerocarpa
sphaerocarpon
sphaerocarpum
spicata
spicatum
spiciformis
spinifex
spinosa
spinosum
spinosus
spongia
spretum
spuria
squamulata
squarrosa
squarrosus
squarrulosa
stagnalis
stamineum
standishii
standleyanum
stellaris
stellata
stenophylla
sterilis
stimulosus
stipata
stipitata
stipulacea
stipulata
stoebe
stolonifera
stragulum
stramonium
strateumatica
stratiotes
strepens
striata
striatula
striatum
stricta
strictiflora
strictum
strictus
strigillosa
strigosum
strigosus
strobus
strumarium
strumosus
stuevei
styloflexa
styraciflua
suave
subacaule
subaspera
subaxillaris
subcordatum
subcoriacea
suberosus
subnuda
subsetosum
subterminalis
subulata
subulatum
subverticillata
suffruticosa
suffruticosum
sulcatum
sulphureus
superata
superbum
supina
surculosa
surinamensis
swanii
sylvatica
sylvestris
syriaca
syriacus
tabernaemontana
tabernaemontani
taeda
tainturieri
tamnifolia
tarda
tataricus
tayloriae
tazetta
tecta
tectorum
telephium
temulentum
tenax
tenella
tenellum
tenellus
tenera
tenerrimus
tenerum
tennesseensis
tenue
tenuiflora
tenuiflorus
tenuifolia
tenuifolium
tenuifolius
tenuiloba
tenuior
tenuis
tenuispatheus
tenuispica
terebinthifolius
terebinthinaceum
teres
teretifolius
ternarius
ternatum
terniflora
terrestris
tessellata
testudinum
tetragona
tetragonus
tetraphyllum
tetraptera
tetrasperma
texana
texanus
texense
texensis
thaliana
thalictroides
thapsus
theophrasti
thornei
thunbergii
thymifolia
thyoides
thyrsiflorus
timida
tinctoria
tinctorium
tinctorius
tobira
tomentosa
tomentosum
tomentosus
tonsa
tora
torresiana
torreyana
torreyanum
torreyi
torta
tortifolia
tortifolius
tortilis
tortuosum
torulosa
torvum
tracyi
triacanthos
triangularis
triangulata
trianthophora
tribuloides
trichomanes
trichosperma
trichotomum
tricoccum
tricolor
tricorne
tricostata
trifida
triflora
triflorum
trifolia
trifoliata
trifoliatum
trifolius
triglomerata
trigonocarpus
triloba
trilobata
trilobus
trinervia
trionum
tripartita
tripetala
triphyllum
tripteris
tristachya
tristachyum
trivialis
tuberculatus
tuberculosa
tuberosa
tuberosum
tuberosus
tubispathus
tubulosum
tulipifera
turgescens
tutwilerae
typhina
uliginosa
ulmifolia
ulvacea
umbellata
umbellatum
umbellula
umbilicata
umbilicatum
umbrosum
uncinata
uncinatum
underwoodii
undulatum
unguiculata
uniflora
uniflorum
unifolia
urceolata
urens
urinaria
urophyllum
urticifolia
urticoides
urvillei
usitatissimum
usneoides
uvedalius
vaginatum
vaginiflorus
vahlii
vaillantii
valdiviana
valida
validus
varia
variegata
vaseyi
velutina
venenosa
venosum
venosus
venusta
verbenacea
verna
vernale
vernalis
vernix
vernum
vernus
verrucosa
verrucosum
versicolor
verticillata
verticillatum
verticillatus
verticilliformis
vesicaria
vesiculosum
vestita
vialis
viarum
villosa
villosissimum
villosus
vimineum
vineale
violacea
violascens
viorna
virens
virescens
virgata
virgatum
virginiana
virginianum
virginianus
virginica
virginicum
virginicus
virginiensis
viridiflora
viridiflorum
viridis
viridissima
viridula
viscidula
viscosa
viscosissima
viscosum
visnaga
vittata
vivipara
volubilis
vomitoria
vulgare
vulgaris
vulgata
vulgatum
vulpina
vulpinoidea
vulvaria
walleriana
walteri
warei
willdenowii
wisteriana
wolfii
woodii
wrightiana
wrightianum
wrightii
xutha
yadkinense
yucatanensis
yuccifolium
zeylanica
zizyphus
